h e0 var0 e1 var1 
1.393 -99.6757 1.83436e-07 -98.8787 0.000897545 
1.394 -99.7294 1.80709e-07 -98.931 0.00163183 
1.395 -99.7831 1.78059e-07 -98.9816 0.001257 
1.396 -99.8369 1.75509e-07 -99.0337 0.000793957 
1.397 -99.8907 1.72915e-07 -99.0864 0.0011712 
1.398 -99.9444 1.70387e-07 -99.1365 0.00172759 
1.399 -99.9982 1.67849e-07 -99.1893 0.00114233 
1.4 -100.052 1.70536e-07 -99.2417 0.000681273 
1.401 -100.106 1.68102e-07 -99.2939 0.000458869 
1.402 -100.16 1.65575e-07 -99.3442 0.000941805 
1.403 -100.214 1.63123e-07 -99.3974 0.000862746 
1.404 -100.267 1.65788e-07 -99.448 0.00110846 
1.405 -100.321 1.633e-07 -99.5006 0.00114657 
1.406 -100.375 1.60924e-07 -99.5529 0.000846069 
1.407 -100.429 1.58496e-07 -99.6046 0.00128513 
1.408 -100.483 1.56215e-07 -99.6554 0.00137369 
1.409 -100.537 1.53954e-07 -99.7078 0.00170617 
1.41 -100.591 1.5178e-07 -99.76 0.000792558 
1.411 -100.645 1.49474e-07 -99.8125 0.000435468 
1.412 -100.699 1.47371e-07 -99.8638 0.00143617 
1.413 -100.753 1.51833e-07 -99.9154 0.00114236 
1.414 -100.807 1.49665e-07 -99.9676 0.0014012 
1.415 -100.861 1.47533e-07 -100.021 0.000439585 
1.416 -100.915 1.45532e-07 -100.073 0.000924612 
1.417 -100.969 1.43424e-07 -100.125 0.00158208 
1.418 -101.023 1.41348e-07 -100.176 0.00242698 
1.419 -101.077 1.45066e-07 -100.23 0.000771089 
1.42 -101.131 1.42883e-07 -100.281 0.000386563 
1.421 -101.186 1.40788e-07 -100.333 0.0017926 
1.422 -101.24 1.38862e-07 -100.386 0.000421438 
1.423 -101.294 1.3697e-07 -100.438 0.000682915 
1.424 -101.348 1.37652e-07 -100.488 0.00187132 
1.425 -101.402 1.35637e-07 -100.542 0.000724088 
1.426 -101.456 1.33743e-07 -100.594 0.00154729 
1.427 -101.511 1.31909e-07 -100.646 0.000505984 
1.428 -101.565 1.29996e-07 -100.699 0.00109155 
1.429 -101.619 1.28204e-07 -100.75 0.000617607 
1.43 -101.673 1.26491e-07 -100.802 0.0025264 
1.431 -101.728 1.24766e-07 -100.855 0.00172542 
1.432 -101.782 1.28421e-07 -100.907 0.00135187 
1.433 -101.836 1.2664e-07 -100.959 0.00146242 
1.434 -101.89 1.24906e-07 -101.012 0.00120366 
1.435 -101.945 1.23113e-07 -101.063 0.00213002 
1.436 -101.999 1.21398e-07 -101.116 0.00116252 
1.437 -102.053 1.28826e-07 -101.169 0.00100805 
1.438 -102.108 1.33501e-07 -101.221 0.000842515 
1.439 -102.162 1.31684e-07 -101.273 0.00181308 
1.44 -102.216 1.29889e-07 -101.326 0.000801936 
1.441 -102.271 1.30625e-07 -101.379 0.000697184 
1.442 -102.325 1.28899e-07 -101.431 0.00382586 
1.443 -102.38 1.27111e-07 -101.484 0.000454371 
1.444 -102.434 1.2541e-07 -101.535 0.00149911 
1.445 -102.489 1.23859e-07 -101.588 0.00119171 
1.446 -102.543 1.22081e-07 -101.641 0.00106558 
1.447 -102.598 1.20586e-07 -101.692 0.0007677 
1.448 -102.652 1.18762e-07 -101.746 0.000416246 
1.449 -102.707 1.17287e-07 -101.8 0.000236497 
1.45 -102.761 1.18276e-07 -101.851 0.000512746 
1.451 -102.816 1.16604e-07 -101.904 0.000371182 
1.452 -102.87 1.2469e-07 -101.956 0.000833961 
1.453 -102.925 1.23106e-07 -102.009 0.00101729 
1.454 -102.979 1.23875e-07 -102.061 0.00049362 
1.455 -103.034 1.22389e-07 -102.114 0.00076822 
1.456 -103.088 1.30205e-07 -102.165 0.00098893 
1.457 -103.143 1.33503e-07 -102.22 0.000672659 
1.458 -103.198 2.1137e-07 -102.27 0.00150145 
1.459 -103.252 2.11217e-07 -102.325 0.00136534 
1.46 -103.307 2.08802e-07 -102.377 0.000797543 
1.461 -103.362 2.08624e-07 -102.428 0.00113308 
1.462 -103.416 2.06172e-07 -102.482 0.000441606 
1.463 -103.471 2.03618e-07 -102.535 0.000559404 
1.464 -103.526 2.01318e-07 -102.587 0.000774727 
1.465 -103.58 2.01224e-07 -102.64 0.0006249 
1.466 -103.635 1.98708e-07 -102.693 0.0015043 
1.467 -103.69 1.96454e-07 -102.745 0.00104842 
1.468 -103.745 1.94081e-07 -102.798 0.00160407 
1.469 -103.799 1.91738e-07 -102.851 0.000802396 
1.47 -103.854 1.89564e-07 -102.904 0.00118819 
1.471 -103.909 1.94668e-07 -102.955 0.000975322 
1.472 -103.964 1.92264e-07 -103.01 0.000459454 
1.473 -104.019 1.90174e-07 -103.062 0.000326058 
1.474 -104.073 1.87882e-07 -103.116 0.000987431 
1.475 -104.128 1.87669e-07 -103.168 0.000913652 
1.476 -104.183 1.85322e-07 -103.221 0.000584387 
1.477 -104.238 1.83341e-07 -103.273 0.00117112 
1.478 -104.293 1.81059e-07 -103.326 0.00115314 
1.479 -104.348 1.78854e-07 -103.38 0.0013994 
1.48 -104.403 1.76802e-07 -103.432 0.00106393 
1.481 -104.458 1.74799e-07 -103.484 0.00151803 
1.482 -104.513 1.72648e-07 -103.537 0.00193308 
1.483 -104.567 1.70634e-07 -103.589 0.0019542 
1.484 -104.622 1.68728e-07 -103.643 0.00132973 
1.485 -104.677 1.73901e-07 -103.696 0.00123661 
1.486 -104.732 1.71958e-07 -103.751 0.00039569 
1.487 -104.787 1.69843e-07 -103.804 0.000457695 
1.488 -104.842 1.67855e-07 -103.857 0.00121098 
1.489 -104.897 1.66056e-07 -103.906 0.000868472 
1.49 -104.952 1.63995e-07 -103.961 0.000991341 
1.491 -105.007 1.63962e-07 -104.013 0.00196224 
1.492 -105.062 1.62063e-07 -104.07 0.00069862 
1.493 -105.118 1.60249e-07 -104.12 0.00319653 
1.494 -105.173 1.58365e-07 -104.174 0.00269903 
1.495 -105.228 1.56464e-07 -104.228 0.000607006 
1.496 -105.283 1.54669e-07 -104.281 0.000661558 
1.497 -105.338 1.52808e-07 -104.333 0.00142119 
1.498 -105.393 1.51114e-07 -104.385 0.00134013 
1.499 -105.448 1.49423e-07 -104.44 0.00197727 
1.5 -105.503 1.47664e-07 -104.491 0.00374027 
